BioGRID ID Interactor A,BioGRID ID Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Experimental System
4383849,110484,ORF1ab,MOV10,Affinity Capture-RNA
4383849,114101,ORF1ab,YBX3,Affinity Capture-RNA
4383849,115126,ORF1ab,MATR3,Affinity Capture-RNA
4383849,113387,ORF1ab,CNBP,Affinity Capture-RNA
4383849,115237,ORF1ab,G3BP2,Affinity Capture-RNA
4383849,113297,ORF1ab,EIF4H,Affinity Capture-RNA
4383849,113760,ORF1ab,FXR1,Affinity Capture-RNA
4383849,109423,ORF1ab,HNRNPAB,Affinity Capture-RNA
4383849,114296,ORF1ab,PABPC4,Affinity Capture-RNA
4383849,110904,ORF1ab,NONO,Affinity Capture-RNA
4383849,116575,ORF1ab,RALY,Affinity Capture-RNA
4383849,112059,ORF1ab,RPL17,Affinity Capture-RNA
4383849,112062,ORF1ab,RPL18A,Affinity Capture-RNA
4383849,115887,ORF1ab,IGF2BP3,Affinity Capture-RNA
4383849,114213,ORF1ab,EIF3D,Affinity Capture-RNA
4383849,112119,ORF1ab,RPS11,Affinity Capture-RNA
4383849,117571,ORF1ab,SERBP1,Affinity Capture-RNA
4383849,115901,ORF1ab,CELF1,Affinity Capture-RNA
4383849,108291,ORF1ab,EIF4B,Affinity Capture-RNA
4383849,108309,ORF1ab,ELAVL1,Affinity Capture-RNA
4383849,112103,ORF1ab,RPS3A,Affinity Capture-RNA
4383849,111870,ORF1ab,RBM3,Affinity Capture-RNA
4383849,112117,ORF1ab,RPS9,Affinity Capture-RNA
4383849,122274,ORF1ab,PARP12,Affinity Capture-RNA
4383849,110929,ORF1ab,NPM1,Affinity Capture-RNA
4383849,112071,ORF1ab,RPL24,Affinity Capture-RNA
4383849,118817,ORF1ab,MRPL13,Affinity Capture-RNA
4383849,119260,ORF1ab,MRPL2,Affinity Capture-RNA
4383849,122369,ORF1ab,MRPL11,Affinity Capture-RNA
4383849,122389,ORF1ab,MRPL44,Affinity Capture-RNA
4383849,115900,ORF1ab,KHDRBS1,Affinity Capture-RNA
4383849,116392,ORF1ab,RPL35,Affinity Capture-RNA
4383849,119418,ORF1ab,MRPL27,Affinity Capture-RNA
4383849,112042,ORF1ab,RPL3,Affinity Capture-RNA
4383849,112064,ORF1ab,RPL21,Affinity Capture-RNA
4383849,120468,ORF1ab,MRPS18A,Affinity Capture-RNA
4383849,116571,ORF1ab,DHX30,Affinity Capture-RNA
4383849,112079,ORF1ab,RPL31,Affinity Capture-RNA
4383849,124130,ORF1ab,MRPL43,Affinity Capture-RNA
4383849,115824,ORF1ab,MRPL28,Affinity Capture-RNA
4383849,111872,ORF1ab,RBMS1,Affinity Capture-RNA
4383849,112077,ORF1ab,RPL28,Affinity Capture-RNA
4383849,110751,ORF1ab,HNRNPM,Affinity Capture-RNA
4383849,112078,ORF1ab,RPL29,Affinity Capture-RNA
4383849,112045,ORF1ab,RPL5,Affinity Capture-RNA
4383849,119271,ORF1ab,MRPS7,Affinity Capture-RNA
4383849,119410,ORF1ab,MRPL37,Affinity Capture-RNA
4383849,108431,ORF1ab,EWSR1,Affinity Capture-RNA
4383849,121540,ORF1ab,LRRC47,Affinity Capture-RNA
4383849,117730,ORF1ab,DAZAP1,Affinity Capture-RNA
4383849,115022,ORF1ab,SAFB2,Affinity Capture-RNA
4383849,112132,ORF1ab,RPS17,Affinity Capture-RNA
4383849,122362,ORF1ab,MRPS5,Affinity Capture-RNA
4383849,111494,ORF1ab,PPP1CB,Affinity Capture-RNA
4383849,109821,ORF1ab,ILF2,Affinity Capture-RNA
4383849,115292,ORF1ab,THRAP3,Affinity Capture-RNA
4383849,130092,ORF1ab,RPUSD3,Affinity Capture-RNA
4383849,112075,ORF1ab,RPL30,Affinity Capture-RNA
4383849,112073,ORF1ab,RPL26,Affinity Capture-RNA
4383849,120558,ORF1ab,PSPC1,Affinity Capture-RNA
4383849,117437,ORF1ab,FAM98A,Affinity Capture-RNA
4383849,109822,ORF1ab,ILF3,Affinity Capture-RNA
4383861,116161,nsp13,MLLT11,Affinity Capture-MS
4383861,114574,nsp13,SMC3,Affinity Capture-MS
4383861,117254,nsp13,SDF2L1,Affinity Capture-MS
4383861,114048,nsp13,IRS4,Affinity Capture-MS
4383861,119328,nsp13,HSD17B12,Affinity Capture-MS
4383861,119334,nsp13,SDF4,Affinity Capture-MS
4383861,124866,nsp13,SMDT1,Affinity Capture-MS
4383861,115378,nsp13,SCAMP3,Affinity Capture-MS
4383861,107147,nsp13,BSG,Affinity Capture-MS
4383861,121430,nsp13,SLC39A10,Affinity Capture-MS
4383861,112100,nsp13,RPN2,Affinity Capture-MS
4383861,128308,nsp13,CRTC2,Affinity Capture-MS
4383861,122528,nsp13,C1orf50,Affinity Capture-MS
4383861,121308,nsp13,TOMM22,Affinity Capture-MS
4383861,108207,nsp13,E2F5,Affinity Capture-MS
4383861,130165,nsp13,C5orf51,Affinity Capture-MS
4383861,116984,nsp13,COMMD3,Affinity Capture-MS
4383861,122954,nsp13,BORA,Affinity Capture-MS
4383861,112289,nsp13,SDF2,Affinity Capture-MS
4383861,120970,nsp13,CBWD1,Affinity Capture-MS
4383861,112882,nsp13,TFCP2,Affinity Capture-MS
4383861,112120,nsp13,RPS12,Affinity Capture-MS
4383861,118793,nsp13,BZW2,Affinity Capture-MS
4383861,121106,nsp13,MTFR1L,Affinity Capture-MS
4383861,107860,nsp13,CSTF2,Affinity Capture-MS
4383861,110577,nsp13,MSI1,Affinity Capture-MS
4383861,116121,nsp13,MAGED2,Affinity Capture-MS
4383861,113867,nsp13,USP9X,Affinity Capture-MS
4383861,115385,nsp13,HUWE1,Affinity Capture-MS
4383861,115200,nsp13,PJA2,Affinity Capture-MS
4383861,106978,nsp13,ATP2A2,Affinity Capture-MS
4383861,115719,nsp13,HAX1,Affinity Capture-MS
4383861,106966,nsp13,ATP1A1,Affinity Capture-MS
4383861,123519,nsp13,YIPF5,Affinity Capture-MS
4383861,107263,nsp13,CALU,Affinity Capture-MS
4383861,111887,nsp13,RCN1,Affinity Capture-MS
4383861,118115,nsp13,R3HCC1L,Affinity Capture-MS
4383861,120465,nsp13,CEP55,Affinity Capture-MS
4383861,106893,nsp13,ARL1,Affinity Capture-MS
4383861,124065,nsp13,ARFGAP2,Affinity Capture-MS
4383861,106873,nsp13,ARF4,Affinity Capture-MS
4383861,106867,nsp13,ARCN1,Affinity Capture-MS
4383861,118808,nsp13,NOB1,Affinity Capture-MS
4383861,119398,nsp13,HGH1,Affinity Capture-MS
4383861,110727,nsp13,MYO1E,Affinity Capture-MS
4383861,109189,nsp13,GSN,Affinity Capture-MS
4383861,118899,nsp13,TMOD3,Affinity Capture-MS
4383861,114643,nsp13,LRRFIP2,Affinity Capture-MS
4383861,108603,nsp13,FLII,Affinity Capture-MS
4383861,111888,nsp13,RCN2,Affinity Capture-MS
4383861,125107,nsp13,SFXN1,Affinity Capture-MS
4383861,124961,nsp13,TIMM50,Affinity Capture-MS
4383861,123605,nsp13,SFXN3,Affinity Capture-MS
4383861,122884,nsp13,MYH14,Affinity Capture-MS
4383861,113021,nsp13,TPM1,Affinity Capture-MS
4383861,113023,nsp13,TPM3,Affinity Capture-MS
4383861,115871,nsp13,MYL12A,Affinity Capture-MS
4383861,110721,nsp13,MYL6,Affinity Capture-MS
4383861,110713,nsp13,MYH10,Affinity Capture-MS
4383861,110712,nsp13,MYH9,Affinity Capture-MS
4383861,126617,nsp13,MYL6B,Affinity Capture-MS
4383861,120506,nsp13,ATAD3A,Affinity Capture-MS
4383861,114762,nsp13,LONP1,Affinity Capture-MS
4383861,115467,nsp13,SLC25A13,Affinity Capture-MS
4383861,113990,nsp13,SLC25A11,Affinity Capture-MS
4383861,114547,nsp13,DNAJA3,Affinity Capture-MS
4383861,117722,nsp13,TIMM13,Affinity Capture-MS
4383861,109561,nsp13,HSPD1,Affinity Capture-MS
4383861,113135,nsp13,TUFM,Affinity Capture-MS
4383861,123188,nsp13,TARS2,Affinity Capture-MS
4383861,1530130,nsp13,TIMM23B,Affinity Capture-MS
4383861,106789,nsp13,SLC25A5,Affinity Capture-MS
4383861,106790,nsp13,SLC25A6,Affinity Capture-MS
4383861,114791,nsp13,CIAO1,Affinity Capture-MS
4383861,124287,nsp13,USMG5,Affinity Capture-MS
4383861,130066,nsp13,RABL3,Affinity Capture-MS
4383861,113234,nsp13,UQCRH,Affinity Capture-MS
4383861,110785,nsp13,NDUFA10,Affinity Capture-MS
4383861,107006,nsp13,ATP5J,Affinity Capture-MS
4383861,119270,nsp13,NDUFA13,Affinity Capture-MS
4383861,107740,nsp13,COX7A2,Affinity Capture-MS
4383861,110778,nsp13,NDUFA5,Affinity Capture-MS
4383861,110801,nsp13,NDUFS3,Affinity Capture-MS
4383861,116192,nsp13,SLC27A4,Affinity Capture-MS
4383861,108477,nsp13,ACSL3,Affinity Capture-MS
4383861,116734,nsp13,SPG20,Affinity Capture-MS
4383861,111615,nsp13,PRPS1,Affinity Capture-MS
4383861,108857,nsp13,GALK1,Affinity Capture-MS
4383861,113218,nsp13,UMPS,Affinity Capture-MS
4383861,113217,nsp13,UCK2,Affinity Capture-MS
4383861,120219,nsp13,QRICH1,Affinity Capture-MS
4383861,123111,nsp13,MZT2B,Affinity Capture-MS
4383861,107611,nsp13,TPP1,Affinity Capture-MS
4383861,116181,nsp13,GCN1L1,Affinity Capture-MS
4383861,115655,nsp13,TUBB4A,Affinity Capture-MS
4383861,131483,nsp13,TUBB2B,Affinity Capture-MS
4383861,115825,nsp13,CCT7,Affinity Capture-MS
4383861,112810,nsp13,TCP1,Affinity Capture-MS
4383861,115651,nsp13,TUBA1B,Affinity Capture-MS
4383861,115656,nsp13,TUBB4B,Affinity Capture-MS
4383861,115827,nsp13,CCT2,Affinity Capture-MS
4383861,113054,nsp13,CCT3,Affinity Capture-MS
4383861,115826,nsp13,CCT4,Affinity Capture-MS
4383861,115933,nsp13,CCT8,Affinity Capture-MS
4383861,107346,nsp13,CCT6A,Affinity Capture-MS
4383861,109534,nsp13,DNAJA1,Affinity Capture-MS
4383861,128444,nsp13,TUBB,Affinity Capture-MS
4383861,113131,nsp13,TUBB2A,Affinity Capture-MS
4383861,116603,nsp13,CCT5,Affinity Capture-MS
4383861,124148,nsp13,TUBB6,Affinity Capture-MS
4383861,115582,nsp13,DNAJA2,Affinity Capture-MS
4383861,111680,nsp13,PSMD1,Affinity Capture-MS
4383861,111686,nsp13,PSMD8,Affinity Capture-MS
4383861,111673,nsp13,PSMC1,Affinity Capture-MS
4383861,111682,nsp13,PSMD3,Affinity Capture-MS
4383861,111677,nsp13,PSMC4,Affinity Capture-MS
4383861,115195,nsp13,PSMD6,Affinity Capture-MS
4383861,111689,nsp13,PSMD11,Affinity Capture-MS
4383861,115508,nsp13,PSMD14,Affinity Capture-MS
4383861,111679,nsp13,PSMC6,Affinity Capture-MS
4383861,114392,nsp13,CDC123,Affinity Capture-MS
4383861,111678,nsp13,PSMC5,Affinity Capture-MS
4383861,111510,nsp13,PPP2R1A,Affinity Capture-MS
4383861,111690,nsp13,PSMD12,Affinity Capture-MS
4383861,111687,nsp13,PSMD9,Affinity Capture-MS
4383861,111675,nsp13,PSMC3,Affinity Capture-MS
4383861,112625,nsp13,SSR3,Affinity Capture-MS
4383861,112099,nsp13,RPN1,Affinity Capture-MS
4383861,116152,nsp13,SEC61B,Affinity Capture-MS
4383861,112623,nsp13,SSR1,Affinity Capture-MS
4383861,107243,nsp13,CAD,Affinity Capture-MS
4383861,115372,nsp13,ABCF2,Affinity Capture-MS
4383861,116806,nsp13,FAF2,Affinity Capture-MS
4383861,110122,nsp13,LBR,Affinity Capture-MS
4383861,108325,nsp13,EMD,Affinity Capture-MS
4383861,108040,nsp13,DFFA,Affinity Capture-MS
4383861,114834,nsp13,QKI,Affinity Capture-MS
4383861,115050,nsp13,PUM1,Affinity Capture-MS
4383861,121168,nsp13,POLE4,Affinity Capture-MS
4383861,117487,nsp13,RPAP1,Affinity Capture-MS
4383861,116067,nsp13,RUVBL2,Affinity Capture-MS
4383861,114166,nsp13,RUVBL1,Affinity Capture-MS
4383861,119903,nsp13,POLE3,Affinity Capture-MS
4383861,109211,nsp13,MSH6,Affinity Capture-MS
4383861,110573,nsp13,MSH2,Affinity Capture-MS
4383861,111577,nsp13,PRKDC,Affinity Capture-MS
4383861,115507,nsp13,DDX39A,Affinity Capture-MS
4383861,119963,nsp13,MOV10L1,Affinity Capture-MS
4383861,111529,nsp13,PPP6C,Affinity Capture-MS
4383861,116537,nsp13,PPP6R1,Affinity Capture-MS
4383861,120579,nsp13,PPP6R3,Affinity Capture-MS
4383861,109863,nsp13,IRAK1,Affinity Capture-MS
4383861,112649,nsp13,STAT1,Affinity Capture-MS
4383861,121318,nsp13,CCDC47,Affinity Capture-MS
4383861,113348,nsp13,XPO1,Affinity Capture-MS
4383861,115041,nsp13,NUP93,Affinity Capture-MS
4383861,120830,nsp13,IPO9,Affinity Capture-MS
4383861,116420,nsp13,XPOT,Affinity Capture-MS
4383861,107821,nsp13,CSE1L,Affinity Capture-MS
4383861,131544,nsp13,NUP43,Affinity Capture-MS
4383861,110040,nsp13,TNPO1,Affinity Capture-MS
4383861,119826,nsp13,CPSF2,Affinity Capture-MS
4383861,125192,nsp13,GTF3C6,Affinity Capture-MS
4383861,115690,nsp13,CD2BP2,Affinity Capture-MS
4383861,114072,nsp13,PPFIA1,Affinity Capture-MS
4383861,116698,nsp13,WAPAL,Affinity Capture-MS
4383861,112649,nsp13,STAT1,Affinity Capture-Western
112649,4383861,STAT1,nsp13,Affinity Capture-Western
121864,110811,ACE2,NEDD4,Affinity Capture-Western
4383860,124771,nsp12,ZNF598,Affinity Capture-Western
106739,109282,ALK,HADHB,Affinity Capture-Western
106739,114966,ALK,PDIA4,Affinity Capture-Western
106739,119699,ALK,DNAJB11,Affinity Capture-Western
106739,111235,ALK,PFKP,Affinity Capture-Western
106739,107271,ALK,CANX,Affinity Capture-Western
107823,116887,CSF1R,FBXW11,Affinity Capture-Western
107823,108359,CSF1R,EPHA7,Affinity Capture-Western
110975,122926,DDR2,PEAK1,Affinity Capture-Western
110975,109282,DDR2,HADHB,Affinity Capture-Western
110975,120506,DDR2,ATAD3A,Affinity Capture-Western
110975,116350,DDR2,WDR6,Affinity Capture-Western
110975,109558,DDR2,HSP90AB1,Affinity Capture-Western
110975,109552,DDR2,HSP90AA1,Affinity Capture-Western
110975,114398,DDR2,SGPL1,Affinity Capture-Western
110975,123774,DDR2,ATAD3B,Affinity Capture-Western
110975,114438,DDR2,HERC2,Affinity Capture-Western
110975,119699,DDR2,DNAJB11,Affinity Capture-Western
110975,112099,DDR2,RPN1,Affinity Capture-Western
110975,112100,DDR2,RPN2,Affinity Capture-Western
110975,108017,DDR2,DDOST,Affinity Capture-Western
108360,109541,EPHA8,HSPA5,Affinity Capture-Western
108360,114966,EPHA8,PDIA4,Affinity Capture-Western
108360,119699,EPHA8,DNAJB11,Affinity Capture-Western
108360,111235,EPHA8,PFKP,Affinity Capture-Western
108360,107271,EPHA8,CANX,Affinity Capture-Western
108551,109282,FGFR1,HADHB,Affinity Capture-Western
108551,109558,FGFR1,HSP90AB1,Affinity Capture-Western
108551,109552,FGFR1,HSP90AA1,Affinity Capture-Western
108551,112111,FGFR1,RPS6KA3,Affinity Capture-Western
108551,111235,FGFR1,PFKP,Affinity Capture-Western
108551,107271,FGFR1,CANX,Affinity Capture-Western
108555,109282,FGFR4,HADHB,Affinity Capture-Western
108555,109558,FGFR4,HSP90AB1,Affinity Capture-Western
108555,109552,FGFR4,HSP90AA1,Affinity Capture-Western
108555,111235,FGFR4,PFKP,Affinity Capture-Western
108555,107271,FGFR4,CANX,Affinity Capture-Western
110391,109541,MET,HSPA5,Affinity Capture-Western
110391,114966,MET,PDIA4,Affinity Capture-Western
110391,119699,MET,DNAJB11,Affinity Capture-Western
110391,107271,MET,CANX,Affinity Capture-Western
111911,112111,RET,RPS6KA3,Affinity Capture-Western
111911,114939,RET,GTF2IRD1,Affinity Capture-Western
111911,114966,RET,PDIA4,Affinity Capture-Western
108376,109541,ERBB2,HSPA5,Affinity Capture-Western
108376,114966,ERBB2,PDIA4,Affinity Capture-Western
108376,119699,ERBB2,DNAJB11,Affinity Capture-Western
109701,114966,IGF1R,PDIA4,Affinity Capture-Western
109701,119699,IGF1R,DNAJB11,Affinity Capture-Western
109701,112099,IGF1R,RPN1,Affinity Capture-Western
109701,112100,IGF1R,RPN2,Affinity Capture-Western
109701,107271,IGF1R,CANX,Affinity Capture-Western
109854,109541,INSR,HSPA5,Affinity Capture-Western
109854,111073,INSR,P4HB,Affinity Capture-Western
109854,114966,INSR,PDIA4,Affinity Capture-Western
109854,119699,INSR,DNAJB11,Affinity Capture-Western
109854,112099,INSR,RPN1,Affinity Capture-Western
109854,112100,INSR,RPN2,Affinity Capture-Western
109854,108017,INSR,DDOST,Affinity Capture-Western
109854,107271,INSR,CANX,Affinity Capture-Western
110969,106966,NTRK1,ATP1A1,Affinity Capture-Western
110969,116350,NTRK1,WDR6,Affinity Capture-Western
110969,109558,NTRK1,HSP90AB1,Affinity Capture-Western
110969,109552,NTRK1,HSP90AA1,Affinity Capture-Western
110969,123774,NTRK1,ATAD3B,Affinity Capture-Western
110969,106978,NTRK1,ATP2A2,Affinity Capture-Western
110969,111235,NTRK1,PFKP,Affinity Capture-Western
110971,114966,NTRK3,PDIA4,Affinity Capture-Western
110971,119699,NTRK3,DNAJB11,Affinity Capture-Western
110971,112099,NTRK3,RPN1,Affinity Capture-Western
108551,108554,FGFR1,FGFR2,Affinity Capture-MS
108551,109351,FGFR1,HLA-B,Affinity Capture-MS
108551,112109,FGFR1,RPS6KA1,Affinity Capture-MS
108551,107477,FGFR1,CLGN,Affinity Capture-MS
109701,110052,IGF1R,KRT6B,Affinity Capture-MS
109854,114209,INSR,IRS2,Affinity Capture-MS
109854,109144,INSR,GRB10,Affinity Capture-MS
109854,108276,INSR,EGFR,Affinity Capture-MS
109856,111314,INSRR,PIK3R2,Affinity Capture-MS
109856,110567,INSRR,MYO1B,Affinity Capture-MS
111185,111351,PDGFRB,PLCG1,Affinity Capture-MS
111185,123774,PDGFRB,ATAD3B,Affinity Capture-MS
111911,110567,RET,MYO1B,Affinity Capture-MS
108276,112895,EGFR,TFRC,Affinity Capture-MS
108276,114888,EGFR,ADAMTS1,Affinity Capture-MS
108276,111597,EGFR,DNAJC3,Affinity Capture-MS
108276,109352,EGFR,HLA-C,Affinity Capture-MS
108276,119984,EGFR,CHPF2,Affinity Capture-MS
108276,112932,EGFR,TIMP1,Affinity Capture-MS
108276,110391,EGFR,MET,Affinity Capture-MS
108276,110150,EGFR,LGALS3BP,Affinity Capture-MS
108276,117178,EGFR,PLXNB2,Affinity Capture-MS
108276,109786,EGFR,IL6ST,Affinity Capture-MS
108276,107398,EGFR,CD44,Affinity Capture-MS
108276,109854,EGFR,INSR,Affinity Capture-MS
108276,122521,EGFR,KDELC1,Affinity Capture-MS
108276,121155,EGFR,ERO1LB,Affinity Capture-MS
108276,110251,EGFR,M6PR,Affinity Capture-MS
108276,106616,EGFR,ADAM10,Affinity Capture-MS
108276,108051,EGFR,COCH,Affinity Capture-MS
108276,127987,EGFR,QSOX2,Affinity Capture-MS
108276,122720,EGFR,TTC13,Affinity Capture-MS
108276,108495,EGFR,FBN2,Affinity Capture-MS
108276,109703,EGFR,IGF2R,Affinity Capture-MS
108276,111367,EGFR,PLOD2,Affinity Capture-MS
108276,114665,EGFR,CCPG1,Affinity Capture-MS
108276,117712,EGFR,CNNM3,Affinity Capture-MS
108276,121217,EGFR,UGGT1,Affinity Capture-MS
108276,110831,EGFR,NEU1,Affinity Capture-MS
108276,120879,EGFR,TTC17,Affinity Capture-MS
108276,120875,EGFR,UGGT2,Affinity Capture-MS
108276,110398,EGFR,MFGE8,Affinity Capture-MS
108276,109891,EGFR,ITGAV,Affinity Capture-MS
108276,121712,EGFR,CACHD1,Affinity Capture-MS
108276,109323,EGFR,HEXB,Affinity Capture-MS
108276,119102,EGFR,GEMIN4,Affinity Capture-MS
108276,111366,EGFR,PLOD1,Affinity Capture-MS
108276,113693,EGFR,TFPI2,Affinity Capture-MS
108276,116926,EGFR,DNAJC16,Affinity Capture-MS
108276,114363,EGFR,GGH,Affinity Capture-MS
108276,112898,EGFR,TGFB1,Affinity Capture-MS
108276,108433,EGFR,EXT2,Affinity Capture-MS
108276,106973,EGFR,ATP1B3,Affinity Capture-MS
108276,110165,EGFR,LIFR,Affinity Capture-MS
108276,107888,EGFR,CTSB,Affinity Capture-MS
108551,115780,FGFR1,HYOU1,Affinity Capture-MS
108551,109701,FGFR1,IGF1R,Affinity Capture-MS
108551,110391,FGFR1,MET,Affinity Capture-MS
108551,107398,FGFR1,CD44,Affinity Capture-MS
108551,111597,FGFR1,DNAJC3,Affinity Capture-MS
108551,106973,FGFR1,ATP1B3,Affinity Capture-MS
109701,110150,IGF1R,LGALS3BP,Affinity Capture-MS
109701,112895,IGF1R,TFRC,Affinity Capture-MS
109701,121955,IGF1R,FKBP10,Affinity Capture-MS
109701,121712,IGF1R,CACHD1,Affinity Capture-MS
109854,107754,INSR,CPD,Affinity Capture-MS
109854,109568,INSR,HSPE1,Affinity Capture-MS
109854,113192,INSR,UCHL1,Affinity Capture-MS
109854,110996,INSR,OAT,Affinity Capture-MS
109854,114363,INSR,GGH,Affinity Capture-MS
109854,106696,INSR,AHCY,Affinity Capture-MS
109854,111721,INSR,PTK7,Affinity Capture-MS
109854,106805,INSR,ANXA5,Affinity Capture-MS
109856,108159,INSRR,DSC3,Affinity Capture-MS
111911,109350,RET,HLA-A,Affinity Capture-MS
111911,110996,RET,OAT,Affinity Capture-MS
108276,115454,EGFR,ABI2,Proximity Label-MS
108276,128680,EGFR,FAM171A1,Proximity Label-MS
108276,120829,EGFR,CCDC88A,Proximity Label-MS
108276,121609,EGFR,MICAL3,Proximity Label-MS
108276,129226,EGFR,HSPA12A,Proximity Label-MS
108555,111745,FGFR4,PTPN11,Proximity Label-MS
109854,111911,INSR,RET,Proximity Label-MS
109856,115654,INSRR,TUBB3,Proximity Label-MS
109856,112187,INSRR,S100A8,Proximity Label-MS
111185,111351,PDGFRB,PLCG1,Proximity Label-MS
111911,111745,RET,PTPN11,Proximity Label-MS
108276,114907,EGFR,BAG3,Proximity Label-MS
108276,120754,EGFR,KIF16B,Proximity Label-MS
108276,112109,EGFR,RPS6KA1,Proximity Label-MS
108276,128353,EGFR,ARL13B,Proximity Label-MS
108276,115831,EGFR,SORBS1,Proximity Label-MS
108276,119496,EGFR,HOOK1,Proximity Label-MS
108276,116842,EGFR,ARC,Proximity Label-MS
108276,117518,EGFR,RAB11FIP5,Proximity Label-MS
108276,125728,EGFR,NEDD1,Proximity Label-MS
108276,112111,EGFR,RPS6KA3,Proximity Label-MS
108276,113251,EGFR,VASP,Proximity Label-MS
108276,116686,EGFR,FNBP1,Proximity Label-MS
108276,107920,EGFR,CYLD,Proximity Label-MS
108276,569917,EGFR,FAM83G,Proximity Label-MS
108555,118144,FGFR4,RPS6KA6,Proximity Label-MS
109854,107754,INSR,CPD,Proximity Label-MS
109854,120177,INSR,TRPM7,Proximity Label-MS
109856,110087,INSRR,KRT83,Proximity Label-MS
111911,109350,RET,HLA-A,Proximity Label-MS
111911,112188,RET,S100A9,Proximity Label-MS
108357,108362,EPHA4,EPHB2,Affinity Capture-Western
108555,108551,FGFR4,FGFR1,Affinity Capture-Western
130049,108288,EPHA6,EPHA2,Affinity Capture-Western
108359,108362,EPHA7,EPHB2,Affinity Capture-Western
107036,108288,AXL,EPHA2,Affinity Capture-Western
108356,108288,EPHA3,EPHA2,Affinity Capture-Western
110969,110971,NTRK1,NTRK3,Affinity Capture-Western
111911,108555,RET,FGFR4,Affinity Capture-Western
111911,106739,RET,ALK,Affinity Capture-Western
109854,109701,INSR,IGF1R,Affinity Capture-Western
110970,110971,NTRK2,NTRK3,Affinity Capture-Western
109854,109856,INSR,INSRR,Affinity Capture-Western
108359,108364,EPHA7,EPHB4,Affinity Capture-Western
110975,110971,DDR2,NTRK3,Affinity Capture-Western
108359,108288,EPHA7,EPHA2,Affinity Capture-Western
110236,108288,LTK,EPHA2,Affinity Capture-Western
110975,107234,DDR2,DDR1,Affinity Capture-Western
107823,108362,CSF1R,EPHB2,Affinity Capture-Western
108358,108288,EPHA5,EPHA2,Affinity Capture-Western
108276,112361,EGFR,SHC1,Affinity Capture-Western
108276,106671,EGFR,AP1B1,Affinity Capture-Western
108276,116156,EGFR,OS9,Affinity Capture-Western
108276,108829,EGFR,GABRA2,Affinity Capture-Western
108276,112300,EGFR,SEL1L,Affinity Capture-Western
108276,108474,EGFR,FANCD2,Affinity Capture-Western
108276,113131,EGFR,TUBB2A,Affinity Capture-Western
108276,118968,EGFR,SEC61A1,Affinity Capture-Western
110971,112300,NTRK3,SEL1L,Affinity Capture-Western
110971,118968,NTRK3,SEC61A1,Affinity Capture-Western
108554,108551,FGFR2,FGFR1,Affinity Capture-Western
4383852,110434,nsp3,MKI67,Affinity Capture-MS
4383852,113760,nsp3,FXR1,Affinity Capture-MS
4383852,114890,nsp3,FXR2,Affinity Capture-MS
4383852,108619,nsp3,FMR1,Affinity Capture-MS
4383852,115193,nsp3,CEP170,Affinity Capture-MS
4383852,113646,nsp3,PRRC2A,Affinity Capture-MS
4383852,117563,nsp3,PRPF31,Affinity Capture-MS
4383852,120099,nsp3,ZNHIT6,Affinity Capture-MS
4383852,112101,nsp3,RPS2,Affinity Capture-MS
4383852,112967,nsp3,TMPO,Affinity Capture-MS
4383852,117142,nsp3,MKRN2,Affinity Capture-MS
4383852,121885,nsp3,SENP2,Affinity Capture-MS
4383852,115940,nsp3,POLD3,Affinity Capture-MS
4383852,112550,nsp3,SP1,Affinity Capture-MS
4383852,123035,nsp3,WDR76,Affinity Capture-MS
4383852,112136,nsp3,RPS18,Affinity Capture-MS
4383852,112119,nsp3,RPS11,Affinity Capture-MS
4383852,122839,nsp3,ZNF768,Affinity Capture-MS
4383852,112131,nsp3,RPS16,Affinity Capture-MS
4383852,116586,nsp3,ATF6,Affinity Capture-MS
4383852,121543,nsp3,ZNF512B,Affinity Capture-MS
4383852,113509,nsp3,VEZF1,Affinity Capture-MS
4383852,114954,nsp3,CREB5,Affinity Capture-MS
4383852,109930,nsp3,JUND,Affinity Capture-MS
4383852,122873,nsp3,KATNBL1,Affinity Capture-MS
4383852,130884,nsp3,C1orf174,Affinity Capture-MS
4383852,116152,nsp3,SEC61B,Affinity Capture-MS
4383852,112088,nsp3,RPL38,Affinity Capture-MS
4383852,110320,nsp3,MAZ,Affinity Capture-MS
4383852,126849,nsp3,TMEM120B,Affinity Capture-MS
4383852,114075,nsp3,PIK3R3,Affinity Capture-MS
4383852,106957,nsp3,ATF3,Affinity Capture-MS
4383852,115140,nsp3,TATDN2,Affinity Capture-MS
4383852,110594,nsp3,MSX2,Affinity Capture-MS
4383852,121235,nsp3,C15orf39,Affinity Capture-MS
4383852,107340,nsp3,CCNG1,Affinity Capture-MS
4383852,114327,nsp3,PEX11B,Affinity Capture-MS
4383852,114264,nsp3,URI1,Affinity Capture-MS
4383941,110434,nsp3ab,MKI67,Affinity Capture-MS
4383941,108619,nsp3ab,FMR1,Affinity Capture-MS
4383941,111438,nsp3ab,POLRMT,Affinity Capture-MS
4383941,113128,nsp3ab,TUBA4A,Affinity Capture-MS
4383941,112101,nsp3ab,RPS2,Affinity Capture-MS
4383941,106790,nsp3ab,SLC25A6,Affinity Capture-MS
4383941,106789,nsp3ab,SLC25A5,Affinity Capture-MS
4383941,117142,nsp3ab,MKRN2,Affinity Capture-MS
4383941,114752,nsp3ab,RPL23,Affinity Capture-MS
