BioGRID ID Interactor A,BioGRID ID Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Experimental System
4383939,123620,nsp1ab,LAS1L,Two-hybrid
4383925,115794,ORF14,DCTN2,Two-hybrid
4383943,108570,nsp5ab,FKBP1A,Two-hybrid
4383946,120686,nsp8ab,H2AFY2,Two-hybrid
4383924,112138,ORF9b,RPS20,Two-hybrid
4383950,116369,nsp13ab,CHEK2,Two-hybrid
4383946,112872,nsp8ab,TERF1,Two-hybrid
4383944,109878,nsp6ab,ISLR,Two-hybrid
4383949,107575,nsp12ab,TBCB,Two-hybrid
4383942,110892,nsp4ab,NMB,Two-hybrid
4383942,123620,nsp4ab,LAS1L,Two-hybrid
4383917,115794,ORF3a,DCTN2,Two-hybrid
4383949,110474,nsp12ab,MNAT1,Two-hybrid
4383945,114402,nsp7ab,NAE1,Two-hybrid
4383949,109463,nsp12ab,HOXC6,Two-hybrid
4383917,113363,ORF3a,YWHAE,Two-hybrid
4383946,107171,nsp8ab,SERPING1,Two-hybrid
4383950,107171,nsp13ab,SERPING1,Two-hybrid
4383945,119355,nsp7ab,PLEKHO1,Two-hybrid
4383950,111474,nsp13ab,PPIA,Two-hybrid
4383943,115708,nsp5ab,N4BP2L2,Two-hybrid
4383943,113344,nsp5ab,XPA,Two-hybrid
4383946,108291,nsp8ab,EIF4B,Two-hybrid
4383943,120312,nsp5ab,C20orf27,Two-hybrid
4383945,110128,nsp7ab,LCP1,Two-hybrid
4383920,122055,ORF7a,SMOC1,Two-hybrid
4383917,111226,ORF3a,PFDN5,Two-hybrid
4383924,112132,ORF9b,RPS17,Two-hybrid
4383940,117962,nsp2ab,NPHP3,Two-hybrid
4383919,109227,ORF6,BRF1,Two-hybrid
4383925,121317,ORF14,YAE1D1,Two-hybrid
4383950,126317,nsp13ab,OCIAD2,Two-hybrid
4383940,129597,nsp2ab,SLC46A3,Two-hybrid
4383950,115708,nsp13ab,N4BP2L2,Two-hybrid
4383939,111475,nsp1ab,PPIB,Two-hybrid
121864,4383848,ACE2,S,Reconstituted Complex
121864,4383915,ACE2,S,Reconstituted Complex
4383848,121864,S,ACE2,Reconstituted Complex
4383848,107147,S,BSG,Reconstituted Complex
107147,4383848,BSG,S,Reconstituted Complex
107147,4383848,BSG,S,Affinity Capture-Western
4383848,107147,S,BSG,Affinity Capture-Western
107147,4383848,BSG,S,Co-localization
121864,121864,ACE2,ACE2,Co-crystal Structure
121864,130985,ACE2,SLC6A19,Co-crystal Structure
4383848,121864,S,ACE2,Co-crystal Structure
121864,4383848,ACE2,S,Reconstituted Complex
121864,130985,ACE2,SLC6A19,Co-purification
4383854,4383854,nsp5,nsp5,Co-crystal Structure
4383854,4383854,nsp5,nsp5,Reconstituted Complex
4383854,4383854,nsp5,nsp5,Co-crystal Structure
4383854,4383854,nsp5,nsp5,Co-purification
4383854,4383854,nsp5,nsp5,Reconstituted Complex
121864,108034,ACE2,DEFA5,Reconstituted Complex
121864,4383848,ACE2,S,Reconstituted Complex
4383854,4383854,nsp5,nsp5,Co-crystal Structure
4383860,4383856,nsp12,nsp7,Co-crystal Structure
4383860,4383857,nsp12,nsp8,Co-crystal Structure
4383860,4383856,nsp12,nsp7,Reconstituted Complex
4383860,4383857,nsp12,nsp8,Reconstituted Complex
121864,4383848,ACE2,S,Co-crystal Structure
121864,4383848,ACE2,S,Reconstituted Complex
4383914,112287,E,SDCBP,Two-hybrid
4383914,112287,E,SDCBP,Affinity Capture-Western
112287,4383914,SDCBP,E,Affinity Capture-Western
112287,4383914,SDCBP,E,Co-localization
4383941,117406,nsp3ab,RCHY1,Affinity Capture-MS
4383941,107267,nsp3ab,CAMK2D,Affinity Capture-MS
4383941,117406,nsp3ab,RCHY1,Two-hybrid
4383941,117406,nsp3ab,RCHY1,PCA
4383941,107267,nsp3ab,CAMK2D,PCA
4383941,117406,nsp3ab,RCHY1,Affinity Capture-Western
4383941,107267,nsp3ab,CAMK2D,Affinity Capture-Western
117406,4383941,RCHY1,nsp3ab,PCA
117406,113010,RCHY1,TP53,PCA
4383888,117406,nsp3ab,RCHY1,Affinity Capture-Western
4383917,4383917,ORF3a,ORF3a,Affinity Capture-Western
4383917,4383917,ORF3a,ORF3a,FRET
4383918,107309,ORF3b,RUNX1,Two-hybrid
4383918,107309,ORF3b,RUNX1,Affinity Capture-Western
107309,4383918,RUNX1,ORF3b,Affinity Capture-Western
4383918,107309,ORF3b,RUNX1,Reconstituted Complex
111580,107309,MAPK1,RUNX1,Biochemical Activity
4383915,4383915,S,S,Reconstituted Complex
107452,107338,CDK2,CCNE1,Affinity Capture-Western
107452,107331,CDK2,CCNA2,Affinity Capture-Western
107452,109275,CDK2,HIST1H1A,Biochemical Activity
107454,109275,CDK4,HIST1H1A,Biochemical Activity
107067,107454,CCND1,CDK4,Affinity Capture-Western
107067,107461,CCND1,CDKN1B,Affinity Capture-Western
4383916,107454,N,CDK4,Affinity Capture-Western
4383916,107067,N,CCND1,Affinity Capture-Western
4383916,107452,N,CDK2,Affinity Capture-Western
4383916,107331,N,CCNA2,Affinity Capture-Western
4383916,110929,N,NPM1,Co-localization
4383916,110929,N,NPM1,Affinity Capture-Western
110929,4383916,NPM1,N,Affinity Capture-Western
4383916,110929,N,NPM1,Reconstituted Complex
107452,110929,CDK2,NPM1,Biochemical Activity
4383948,4383951,nsp10ab,nsp14ab,FRET
4383948,4383951,nsp10ab,nsp14ab,Reconstituted Complex
4383948,4383953,nsp10ab,nsp16ab,Reconstituted Complex
4383948,4383953,nsp10ab,nsp16ab,FRET
4383915,121864,S,ACE2,Reconstituted Complex
4383915,121864,S,ACE2,Reconstituted Complex
4383923,125319,ORF8b,NLRP3,Affinity Capture-Western
4383923,4383923,ORF8b,ORF8b,Affinity Capture-Western
125319,4383923,NLRP3,ORF8b,Affinity Capture-Western
4383915,121864,S,ACE2,Reconstituted Complex
4383915,121864,S,ACE2,Reconstituted Complex
4383915,121864,S,ACE2,Reconstituted Complex
4383915,112339,S,SFTPD,Reconstituted Complex
4383913,109767,M,IKBKB,Affinity Capture-Western
4383919,4383946,ORF6,nsp8ab,Two-hybrid
4383919,4383946,ORF6,nsp8ab,Reconstituted Complex
4383946,4383919,nsp8ab,ORF6,Affinity Capture-Western
4383919,4383946,ORF6,nsp8ab,Affinity Capture-Western
109869,109869,IRF3,IRF3,Affinity Capture-Western
4383940,4383944,nsp2ab,nsp6ab,Two-hybrid
4383940,4383946,nsp2ab,nsp8ab,Two-hybrid
4383940,4383937,nsp2ab,nsp11a,Two-hybrid
4383940,4383953,nsp2ab,nsp16ab,Two-hybrid
4383940,4383917,nsp2ab,ORF3a,Two-hybrid
4383941,4383940,nsp3ab,nsp2ab,Two-hybrid
4383941,4383917,nsp3ab,ORF3a,Two-hybrid
4383943,4383924,nsp5ab,ORF9b,Two-hybrid
4383945,4383946,nsp7ab,nsp8ab,Two-hybrid
4383947,4383946,nsp9ab,nsp8ab,Two-hybrid
4383949,4383946,nsp12ab,nsp8ab,Two-hybrid
4383950,4383946,nsp13ab,nsp8ab,Two-hybrid
4383951,4383946,nsp14ab,nsp8ab,Two-hybrid
4383914,4383939,E,nsp1ab,Two-hybrid
4383914,4383946,E,nsp8ab,Two-hybrid
4383914,4383914,E,E,Two-hybrid
4383914,4383921,E,ORF7b,Two-hybrid
4383919,4383921,ORF6,ORF7b,Two-hybrid
4383924,4383951,ORF9b,nsp14ab,Two-hybrid
4383924,4383924,ORF9b,ORF9b,Two-hybrid
4383925,4383924,ORF14,ORF9b,Two-hybrid
4383925,4383925,ORF14,ORF14,Two-hybrid
4383939,4383917,nsp1ab,ORF3a,Two-hybrid
4383940,4383942,nsp2ab,nsp4ab,Two-hybrid
4383941,4383924,nsp3ab,ORF9b,Two-hybrid
4383943,4383945,nsp5ab,nsp7ab,Two-hybrid
4383943,4383946,nsp5ab,nsp8ab,Two-hybrid
4383924,4383943,ORF9b,nsp5ab,Two-hybrid
4383944,4383946,nsp6ab,nsp8ab,Two-hybrid
4383945,4383945,nsp7ab,nsp7ab,Two-hybrid
4383945,4383924,nsp7ab,ORF9b,Two-hybrid
4383946,4383946,nsp8ab,nsp8ab,Two-hybrid
4383946,4383924,nsp8ab,ORF9b,Two-hybrid
4383947,4383944,nsp9ab,nsp6ab,Two-hybrid
4383947,4383945,nsp9ab,nsp7ab,Two-hybrid
4383948,4383917,nsp10ab,ORF3a,Two-hybrid
4383948,4383924,nsp10ab,ORF9b,Two-hybrid
4383949,4383950,nsp12ab,nsp13ab,Two-hybrid
4383949,4383917,nsp12ab,ORF3a,Two-hybrid
4383949,4383924,nsp12ab,ORF9b,Two-hybrid
4383950,4383945,nsp13ab,nsp7ab,Two-hybrid
4383950,4383949,nsp13ab,nsp12ab,Two-hybrid
4383950,4383950,nsp13ab,nsp13ab,Two-hybrid
4383950,4383924,nsp13ab,ORF9b,Two-hybrid
4383951,4383924,nsp14ab,ORF9b,Two-hybrid
4383952,4383924,nsp15ab,ORF9b,Two-hybrid
4383914,4383937,E,nsp11a,Two-hybrid
4383914,4383918,E,ORF3b,Two-hybrid
4383914,4383924,E,ORF9b,Two-hybrid
4383917,4383913,ORF3a,M,Two-hybrid
4383919,4383941,ORF6,nsp3ab,Two-hybrid
4383920,4383941,ORF7a,nsp3ab,Two-hybrid
4383920,4383915,ORF7a,S,Two-hybrid
4383922,4383946,ORF8a,nsp8ab,Two-hybrid
4383922,4383952,ORF8a,nsp15ab,Two-hybrid
4383922,4383923,ORF8a,ORF8b,Two-hybrid
4383922,4383924,ORF8a,ORF9b,Two-hybrid
4383923,4383941,ORF8b,nsp3ab,Two-hybrid
4383923,4383946,ORF8b,nsp8ab,Two-hybrid
4383923,4383915,ORF8b,S,Two-hybrid
4383923,4383921,ORF8b,ORF7b,Two-hybrid
4383923,4383922,ORF8b,ORF8a,Two-hybrid
4383923,4383924,ORF8b,ORF9b,Two-hybrid
4383923,4383925,ORF8b,ORF14,Two-hybrid
4383924,4383946,ORF9b,nsp8ab,Two-hybrid
4383924,4383921,ORF9b,ORF7b,Two-hybrid
4383925,4383946,ORF14,nsp8ab,Two-hybrid
4383940,4383944,nsp2ab,nsp6ab,Affinity Capture-Western
4383940,4383946,nsp2ab,nsp8ab,Affinity Capture-Western
4383940,4383937,nsp2ab,nsp11a,Affinity Capture-Western
4383940,4383953,nsp2ab,nsp16ab,Affinity Capture-Western
4383940,4383917,nsp2ab,ORF3a,Affinity Capture-Western
4383941,4383940,nsp3ab,nsp2ab,Affinity Capture-Western
4383941,4383917,nsp3ab,ORF3a,Affinity Capture-Western
4383943,4383924,nsp5ab,ORF9b,Affinity Capture-Western
4383945,4383946,nsp7ab,nsp8ab,Affinity Capture-Western
4383947,4383946,nsp9ab,nsp8ab,Affinity Capture-Western
4383949,4383946,nsp12ab,nsp8ab,Affinity Capture-Western
4383950,4383946,nsp13ab,nsp8ab,Affinity Capture-Western
4383951,4383946,nsp14ab,nsp8ab,Affinity Capture-Western
4383914,4383939,E,nsp1ab,Affinity Capture-Western
4383914,4383946,E,nsp8ab,Affinity Capture-Western
4383914,4383914,E,E,Affinity Capture-Western
4383914,4383921,E,ORF7b,Affinity Capture-Western
4383919,4383921,ORF6,ORF7b,Affinity Capture-Western
4383924,4383951,ORF9b,nsp14ab,Affinity Capture-Western
4383924,4383924,ORF9b,ORF9b,Affinity Capture-Western
4383925,4383924,ORF14,ORF9b,Affinity Capture-Western
4383925,4383925,ORF14,ORF14,Affinity Capture-Western
4383940,4383940,nsp2ab,nsp2ab,Affinity Capture-Western
4383943,4383943,nsp5ab,nsp5ab,Affinity Capture-Western
4383913,4383916,M,N,Affinity Capture-Western
4383949,4383950,nsp12ab,nsp13ab,Affinity Capture-Western
4383950,4383949,nsp13ab,nsp12ab,Affinity Capture-Western
4383946,4383924,nsp8ab,ORF9b,Affinity Capture-Western
4383924,4383946,ORF9b,nsp8ab,Affinity Capture-Western
4383951,4383924,nsp14ab,ORF9b,Affinity Capture-Western
4383922,4383923,ORF8a,ORF8b,Affinity Capture-Western
4383923,4383922,ORF8b,ORF8a,Affinity Capture-Western
4383946,4383946,nsp8ab,nsp8ab,Affinity Capture-Western
4383947,4383947,nsp9ab,nsp9ab,Co-crystal Structure
4383941,4383941,nsp3ab,nsp3ab,Reconstituted Complex
4383943,4383943,nsp5ab,nsp5ab,Reconstituted Complex
4383915,4383915,S,S,Reconstituted Complex
4383919,114561,ORF6,NMI,Two-hybrid
4383919,117101,ORF6,SNAPIN,Two-hybrid
4383919,121971,ORF6,RNF123,Two-hybrid
4383919,119007,ORF6,UBQLN1,Two-hybrid
4383919,109569,ORF6,DNAJB1,Two-hybrid
4383919,111327,ORF6,PKD1,Two-hybrid
4383919,112930,ORF6,TIAM1,Two-hybrid
4383919,115433,ORF6,FRY,Two-hybrid
4383919,114561,ORF6,NMI,Co-localization
4383916,114143,N,PRKRA,Affinity Capture-Western
114143,4383916,PRKRA,N,Affinity Capture-Western
114143,117121,PRKRA,DDX58,Affinity Capture-Western
114143,122082,PRKRA,IFIH1,Affinity Capture-Western
4383941,4383941,nsp3ab,nsp3ab,Two-hybrid
4383941,4383942,nsp3ab,nsp4ab,Two-hybrid
4383941,4383949,nsp3ab,nsp12ab,Two-hybrid
4383941,4383946,nsp3ab,nsp8ab,Two-hybrid
4383943,4383943,nsp5ab,nsp5ab,Two-hybrid
4383945,4383940,nsp7ab,nsp2ab,Two-hybrid
4383945,4383943,nsp7ab,nsp5ab,Two-hybrid
4383945,4383946,nsp7ab,nsp8ab,Two-hybrid
4383946,4383943,nsp8ab,nsp5ab,Two-hybrid
4383946,4383945,nsp8ab,nsp7ab,Two-hybrid
4383946,4383946,nsp8ab,nsp8ab,Two-hybrid
4383946,4383918,nsp8ab,ORF3b,Two-hybrid
4383946,4383924,nsp8ab,ORF9b,Two-hybrid
4383947,4383945,nsp9ab,nsp7ab,Two-hybrid
4383947,4383946,nsp9ab,nsp8ab,Two-hybrid
4383947,4383921,nsp9ab,ORF7b,Two-hybrid
4383948,4383951,nsp10ab,nsp14ab,Two-hybrid
4383948,4383953,nsp10ab,nsp16ab,Two-hybrid
4383949,4383943,nsp12ab,nsp5ab,Two-hybrid
4383949,4383918,nsp12ab,ORF3b,Two-hybrid
4383950,4383918,nsp13ab,ORF3b,Two-hybrid
4383951,4383943,nsp14ab,nsp5ab,Two-hybrid
4383951,4383948,nsp14ab,nsp10ab,Two-hybrid
4383951,4383918,nsp14ab,ORF3b,Two-hybrid
4383952,4383940,nsp15ab,nsp2ab,Two-hybrid
4383952,4383952,nsp15ab,nsp15ab,Two-hybrid
4383953,4383948,nsp16ab,nsp10ab,Two-hybrid
4383953,4383921,nsp16ab,ORF7b,Two-hybrid
4383953,4383916,nsp16ab,N,Two-hybrid
4383917,4383923,ORF3a,ORF8b,Two-hybrid
4383914,4383920,E,ORF7a,Two-hybrid
4383913,4383920,M,ORF7a,Two-hybrid
4383913,4383923,M,ORF8b,Two-hybrid
4383923,4383947,ORF8b,nsp9ab,Two-hybrid
4383923,4383916,ORF8b,N,Two-hybrid
4383916,4383916,N,N,Two-hybrid
4383948,4383952,nsp10ab,nsp15ab,Affinity Capture-Western
4383948,4383953,nsp10ab,nsp16ab,Affinity Capture-Western
4383918,4383946,ORF3b,nsp8ab,Affinity Capture-Western
4383918,4383950,ORF3b,nsp13ab,Affinity Capture-Western
4383916,4383953,N,nsp16ab,Affinity Capture-Western
4383916,4383923,N,ORF8b,Affinity Capture-Western
4383916,113500,N,TRIM25,Affinity Capture-Western
4383916,113500,N,TRIM25,Reconstituted Complex
4383916,113500,N,TRIM25,Co-localization
113500,4383916,TRIM25,N,Affinity Capture-Western
113500,4383878,TRIM25,N,Affinity Capture-Western
4383899,4383899,nsp15ab,nsp15ab,Co-crystal Structure
4383899,4383899,nsp15ab,nsp15ab,Reconstituted Complex
4383899,4383893,nsp15ab,nsp8ab,Reconstituted Complex
4383941,109869,nsp3ab,IRF3,Affinity Capture-Western
109869,4383941,IRF3,nsp3ab,Affinity Capture-Western
4383952,4383952,nsp15ab,nsp15ab,Co-crystal Structure
130988,130988,TMEM173,TMEM173,Affinity Capture-Western
117121,130988,DDX58,TMEM173,Affinity Capture-Western
121570,130988,MAVS,TMEM173,Affinity Capture-Western
115000,130988,IKBKE,TMEM173,Affinity Capture-Western
109420,4383916,HNRNPA1,N,Reconstituted Complex
109420,4383916,HNRNPA1,N,Two-hybrid
4383920,112347,ORF7a,SGTA,Two-hybrid
112347,4383920,SGTA,ORF7a,Affinity Capture-Western
112347,4383920,SGTA,ORF7a,Co-localization
4383920,112347,ORF7a,SGTA,Affinity Capture-Western
4383920,4383913,ORF7a,M,Affinity Capture-Western
4383920,4383914,ORF7a,E,Affinity Capture-Western
4383915,121864,S,ACE2,Co-crystal Structure
111082,4383848,FURIN,S,Biochemical Activity
112968,4383848,TMPRSS2,S,Biochemical Activity
112968,4383915,TMPRSS2,S,Biochemical Activity
111082,4383915,FURIN,S,Biochemical Activity
111082,4383879,FURIN,S,Biochemical Activity
112968,4383879,TMPRSS2,S,Biochemical Activity
4383854,4383854,nsp5,nsp5,Co-crystal Structure
121864,4383848,ACE2,S,Reconstituted Complex
121864,113272,ACE2,VIM,Affinity Capture-MS
121864,113272,ACE2,VIM,Affinity Capture-Western
4383915,113272,S,VIM,Co-localization
4383915,113272,S,VIM,Far Western
125655,111426,C11orf74,POLR2A,Two-hybrid
125655,107154,C11orf74,BTF3,Two-hybrid
4383948,110635,nsp10ab,ND4L,Two-hybrid
4383948,110616,nsp10ab,COX2,Two-hybrid
4383948,107154,nsp10ab,BTF3,Two-hybrid
4383948,116487,nsp10ab,ATF5,Two-hybrid
4383948,125655,nsp10ab,C11orf74,Two-hybrid
4383948,110616,nsp10ab,COX2,Affinity Capture-Western
4383948,4383953,nsp10ab,nsp16ab,Two-hybrid
107286,4383916,CASP3,N,Biochemical Activity
107289,4383916,CASP6,N,Biochemical Activity
4383915,121864,S,ACE2,Reconstituted Complex
4383916,4383916,N,N,Two-hybrid
4383916,4383916,N,N,Co-fractionation
4383915,121864,S,ACE2,Reconstituted Complex
113038,4383917,TRAF2,ORF3a,Affinity Capture-Western
113039,4383917,TRAF3,ORF3a,Affinity Capture-Western
113041,4383917,TRAF6,ORF3a,Affinity Capture-Western
118876,4383917,PYCARD,ORF3a,Affinity Capture-Western
118876,4383917,PYCARD,ORF3a,Co-localization
113039,4383917,TRAF3,ORF3a,Co-localization
4383941,4383941,nsp3ab,nsp3ab,Reconstituted Complex
4383915,121864,S,ACE2,Reconstituted Complex
4383917,4383913,ORF3a,M,Co-localization
4383948,4383953,nsp10ab,nsp16ab,Co-crystal Structure
4383953,4383948,nsp16ab,nsp10ab,Two-hybrid
4383951,4383948,nsp14ab,nsp10ab,Two-hybrid
4383948,4383953,nsp10ab,nsp16ab,Two-hybrid
4383948,4383951,nsp10ab,nsp14ab,Two-hybrid
4383941,4383943,nsp3ab,nsp5ab,Two-hybrid
4383941,4383949,nsp3ab,nsp12ab,Two-hybrid
4383941,4383950,nsp3ab,nsp13ab,Two-hybrid
4383941,4383951,nsp3ab,nsp14ab,Two-hybrid
4383945,4383949,nsp7ab,nsp12ab,Two-hybrid
4383945,4383951,nsp7ab,nsp14ab,Two-hybrid
4383946,4383952,nsp8ab,nsp15ab,Two-hybrid
4383947,4383939,nsp9ab,nsp1ab,Two-hybrid
4383947,4383951,nsp9ab,nsp14ab,Two-hybrid
4383948,4383943,nsp10ab,nsp5ab,Two-hybrid
4383953,4383941,nsp16ab,nsp3ab,Two-hybrid
121864,4383848,ACE2,S,Reconstituted Complex
121864,4383848,ACE2,S,Reconstituted Complex
4383856,4383857,nsp7,nsp8,Reconstituted Complex
4383859,4383864,nsp10,nsp16,Co-crystal Structure
4383859,4383864,nsp10,nsp16,Co-purification
4383848,121864,S,ACE2,Affinity Capture-Western
4383914,122155,E,MPP5,Two-hybrid
122155,4383914,MPP5,E,Affinity Capture-Western
4383914,122155,E,MPP5,Reconstituted Complex
4383914,122155,E,MPP5,Co-localization
122155,124940,MPP5,CRB3,Reconstituted Complex
122155,4383914,MPP5,E,Reconstituted Complex
4383939,116266,nsp1ab,DIDO1,Affinity Capture-MS
4383939,113622,nsp1ab,USP7,Affinity Capture-MS
4383939,115137,nsp1ab,CKAP5,Affinity Capture-MS
4383939,111914,nsp1ab,RFC2,Affinity Capture-MS
4383939,114412,nsp1ab,CPNE3,Affinity Capture-MS
4383939,127530,nsp1ab,SNRNP48,Affinity Capture-MS
4383939,115808,nsp1ab,RPP38,Affinity Capture-MS
4383940,117520,nsp2ab,GIGYF2,Affinity Capture-MS
4383940,111264,nsp2ab,PHB,Affinity Capture-MS
4383940,114856,nsp2ab,EIF4E2,Affinity Capture-MS
4383940,113259,nsp2ab,VDAC1,Affinity Capture-MS
4383940,119062,nsp2ab,STOML2,Affinity Capture-MS
4383940,116459,nsp2ab,PHB2,Affinity Capture-MS
4383940,115743,nsp2ab,EIF3M,Affinity Capture-MS
4383940,111139,nsp2ab,PCM1,Affinity Capture-MS
4383940,112401,nsp2ab,SLC1A5,Affinity Capture-MS
4383940,116655,nsp2ab,SPEN,Affinity Capture-MS
4383940,115104,nsp2ab,KMT2B,Affinity Capture-MS
4383940,111264,nsp2ab,PHB,Affinity Capture-Western
4383940,116459,nsp2ab,PHB2,Affinity Capture-Western
4383951,108019,nsp14ab,DDX1,Affinity Capture-Western
110263,4383916,SMAD3,N,Affinity Capture-Western
4383916,110263,N,SMAD3,Affinity Capture-Western
110263,110264,SMAD3,SMAD4,Affinity Capture-Western
110263,108347,SMAD3,EP300,Affinity Capture-Western
4383943,114922,nsp5ab,ATP6V1G1,Reconstituted Complex
4383916,111474,N,PPIA,Reconstituted Complex
4383916,111474,N,PPIA,Affinity Capture-Western
4383848,1173181,S,ACE2,Affinity Capture-Western
4383848,3230255,S,ACE2,Affinity Capture-Western
4383848,146569,S,ACE2,Affinity Capture-Western
4383848,713441,S,ACE2,Affinity Capture-Western
4383864,4383859,nsp16,nsp10,Co-crystal Structure
4383864,4383859,nsp16,nsp10,Reconstituted Complex
4383943,4383943,nsp5ab,nsp5ab,Co-crystal Structure
4383941,109869,nsp3ab,IRF3,Affinity Capture-Western
4383941,115000,nsp3ab,IKBKE,Affinity Capture-Western
4383941,118878,nsp3ab,TBK1,Affinity Capture-Western
4383941,113039,nsp3ab,TRAF3,Affinity Capture-Western
4383941,130988,nsp3ab,TMEM173,Affinity Capture-Western
4383941,113164,nsp3ab,UBC,Co-crystal Structure
4383915,4383915,S,S,Reconstituted Complex
4383913,117121,M,DDX58,Affinity Capture-Western
4383913,113039,M,TRAF3,Affinity Capture-Western
4383913,118878,M,TBK1,Affinity Capture-Western
4383913,115000,M,IKBKE,Affinity Capture-Western
117121,4383913,DDX58,M,Affinity Capture-Western
113039,4383913,TRAF3,M,Affinity Capture-Western
118878,4383913,TBK1,M,Affinity Capture-Western
115000,4383913,IKBKE,M,Affinity Capture-Western
4383913,113039,M,TRAF3,Co-localization
112968,4383915,TMPRSS2,S,Biochemical Activity
112968,121864,TMPRSS2,ACE2,Biochemical Activity
130971,121864,TMPRSS11A,ACE2,Biochemical Activity
114803,121864,TMPRSS11D,ACE2,Biochemical Activity
112968,121864,TMPRSS2,ACE2,Affinity Capture-Western
121864,112968,ACE2,TMPRSS2,Affinity Capture-Western
121864,4383915,ACE2,S,Reconstituted Complex
4383860,4383856,nsp12,nsp7,Co-crystal Structure
4383860,4383857,nsp12,nsp8,Co-crystal Structure
4383941,4383939,nsp3ab,nsp1ab,Biochemical Activity
4383941,4383940,nsp3ab,nsp2ab,Biochemical Activity
4383941,4383941,nsp3ab,nsp3ab,Biochemical Activity
4383941,4383942,nsp3ab,nsp4ab,Biochemical Activity
121864,107252,ACE2,CALM1,Reconstituted Complex
121864,4383915,ACE2,S,Reconstituted Complex
110034,112649,KPNA1,STAT1,Affinity Capture-Western
110034,112650,KPNA1,STAT2,Affinity Capture-Western
110036,4383919,KPNA2,ORF6,Affinity Capture-Western
110036,4383919,KPNA2,ORF6,Co-localization
110036,4383919,KPNA2,ORF6,PCA
110036,110035,KPNA2,KPNB1,Affinity Capture-Western
110034,110035,KPNA1,KPNB1,Affinity Capture-Western
119051,4383915,CD209,S,Reconstituted Complex
4383943,4383943,nsp5ab,nsp5ab,Reconstituted Complex
4383915,4383915,S,S,Protein-peptide
4383948,4383948,nsp10ab,nsp10ab,Reconstituted Complex
107070,4383920,BCL2L1,ORF7a,Affinity Capture-Western
107071,4383920,BCL2L2,ORF7a,Affinity Capture-Western
110338,4383920,MCL1,ORF7a,Affinity Capture-Western
107069,4383920,BCL2A1,ORF7a,Affinity Capture-Western
4383863,4383851,nsp15,nsp2,Two-hybrid
4383871,4383850,ORF7b,nsp1,Two-hybrid
4383847,4383853,N,nsp4,Two-hybrid
4383868,4383853,ORF3a,nsp4,Two-hybrid
4383871,4383856,ORF7b,nsp7,Two-hybrid
4383856,4383857,nsp7,nsp8,Two-hybrid
4383860,4383857,nsp12,nsp8,Two-hybrid
4383856,4383858,nsp7,nsp9,Two-hybrid
4383862,4383859,nsp14,nsp10,Two-hybrid
4383864,4383859,nsp16,nsp10,Two-hybrid
4383870,4383862,ORF6,nsp14,Two-hybrid
4383949,4383940,nsp12ab,nsp2ab,Reconstituted Complex
4383949,4383941,nsp12ab,nsp3ab,Reconstituted Complex
4383949,4383946,nsp12ab,nsp8ab,Reconstituted Complex
4383845,4383845,E,E,Two-hybrid
4383847,4383845,N,E,Two-hybrid
4383868,4383845,ORF3a,E,Two-hybrid
4383874,4383845,ORF9b,E,Two-hybrid
4383847,4383847,N,N,Two-hybrid
4383856,4383872,nsp7,ORF7a,Two-hybrid
4383857,4383873,nsp8,ORF8,Two-hybrid
4383874,4383874,ORF9b,ORF9b,Two-hybrid
4383949,4383943,nsp12ab,nsp5ab,Reconstituted Complex
4383949,4383950,nsp12ab,nsp13ab,Reconstituted Complex
4383949,4383951,nsp12ab,nsp14ab,Reconstituted Complex
4383949,4383952,nsp12ab,nsp15ab,Reconstituted Complex
4383949,4383953,nsp12ab,nsp16ab,Reconstituted Complex
4383949,4383949,nsp12ab,nsp12ab,Reconstituted Complex
4383946,4383940,nsp8ab,nsp2ab,Reconstituted Complex
4383946,4383941,nsp8ab,nsp3ab,Reconstituted Complex
4383946,4383943,nsp8ab,nsp5ab,Reconstituted Complex
4383946,4383949,nsp8ab,nsp12ab,Reconstituted Complex
4383946,4383950,nsp8ab,nsp13ab,Reconstituted Complex
4383946,4383951,nsp8ab,nsp14ab,Reconstituted Complex
4383946,4383952,nsp8ab,nsp15ab,Reconstituted Complex
4383946,4383953,nsp8ab,nsp16ab,Reconstituted Complex
4383946,4383946,nsp8ab,nsp8ab,Reconstituted Complex
4383941,4383943,nsp3ab,nsp5ab,Reconstituted Complex
4383941,4383949,nsp3ab,nsp12ab,Reconstituted Complex
4383941,4383950,nsp3ab,nsp13ab,Reconstituted Complex
4383941,4383951,nsp3ab,nsp14ab,Reconstituted Complex
4383941,4383953,nsp3ab,nsp16ab,Reconstituted Complex
4383941,4383940,nsp3ab,nsp2ab,Reconstituted Complex
4383941,4383941,nsp3ab,nsp3ab,Reconstituted Complex
4383941,4383945,nsp3ab,nsp7ab,Reconstituted Complex
4383941,4383946,nsp3ab,nsp8ab,Reconstituted Complex
4383941,4383952,nsp3ab,nsp15ab,Reconstituted Complex
4383947,4383939,nsp9ab,nsp1ab,Reconstituted Complex
4383947,4383940,nsp9ab,nsp2ab,Reconstituted Complex
4383947,4383941,nsp9ab,nsp3ab,Reconstituted Complex
4383947,4383943,nsp9ab,nsp5ab,Reconstituted Complex
4383947,4383945,nsp9ab,nsp7ab,Reconstituted Complex
